provinceID, provinceName, loc, county, countyloc, duchy, duchyloc, kingdom, kingdomloc, region, terrain, type, X, Y, rgb, area (pixels), county area, duchy area, kingdom area

1, b_vestfirdir, Vestfirðir, c_vestisland, Vestrland, d_iceland, Iceland, k_norway, Norway world_europe_north, mountains, inhabitable, X:271, Y:3950, rgb(42, 3, 128), AREA: 4185, County Area: 13299, Duchy Area: 35255, Kingdom Area: 147219;
8165, b_mara_kisi, Mara, c_kisi, Kisi, d_loma, Loma, k_mali, Mali world_africa_west, hills, inhabitable, X:488, Y:290, rgb(8, 0, 210), AREA: 848, County Area: 4188, Duchy Area: 10795, Kingdom Area: 71894;
8166, b_lele, Lele, c_kisi, Kisi, d_loma, Loma, k_mali, Mali world_africa_west, hills, inhabitable, X:465, Y:271, rgb(50, 3, 83), AREA: 1402, County Area: 4188, Duchy Area: 10795, Kingdom Area: 71894;
8167, b_da, Da, c_man, Man, d_bassa, Bassa, k_guinea, Guinea world_africa_west, mountains, inhabitable, X:633, Y:189, rgb(92, 6, 211), AREA: 1415, County Area: 4236, Duchy Area: 14963, Kingdom Area: 85846;
8168, b_man, Man, c_man, Man, d_bassa, Bassa, k_guinea, Guinea world_africa_west, mountains, inhabitable, X:659, Y:187, rgb(134, 9, 84), AREA: 1282, County Area: 4236, Duchy Area: 14963, Kingdom Area: 85846;
8169, b_seradu, Seradu, c_kuranko, Kuranko, d_loma, Loma, k_mali, Mali world_africa_west, mountains, inhabitable, X:470, Y:306, rgb(176, 12, 212), AREA: 792, County Area: 3596, Duchy Area: 10795, Kingdom Area: 71894;
8170, b_mafindi-kabaya, Mafindi-Kabaya, c_kuranko, Kuranko, d_loma, Loma, k_mali, Mali world_africa_west, hills, inhabitable, X:460, Y:330, rgb(8, 15, 85), AREA: 709, County Area: 3596, Duchy Area: 10795, Kingdom Area: 71894;
8171, b_firiya, Firiya, c_solimana, Solimana, d_loma, Loma, k_mali, Mali world_africa_west, drylands, inhabitable, X:457, Y:353, rgb(50, 18, 213), AREA: 667, County Area: 3011, Duchy Area: 10795, Kingdom Area: 71894;
8172, b_musala, Musala, c_solimana, Solimana, d_loma, Loma, k_mali, Mali world_africa_west, hills, inhabitable, X:416, Y:327, rgb(92, 21, 86), AREA: 629, County Area: 3011, Duchy Area: 10795, Kingdom Area: 71894;
8173, b_solimana, Solimana, c_solimana, Solimana, d_loma, Loma, k_mali, Mali world_africa_west, hills, inhabitable, X:432, Y:338, rgb(134, 24, 214), AREA: 958, County Area: 3011, Duchy Area: 10795, Kingdom Area: 71894;
8174, b_limba, Limba, c_solimana, Solimana, d_loma, Loma, k_mali, Mali world_africa_west, mountains, inhabitable, X:420, Y:308, rgb(176, 27, 87), AREA: 757, County Area: 3011, Duchy Area: 10795, Kingdom Area: 71894;
8175, b_kuranka, Kuranka, c_kuranko, Kuranko, d_loma, Loma, k_mali, Mali world_africa_west, mountains, inhabitable, X:434, Y:295, rgb(8, 30, 215), AREA: 1070, County Area: 3596, Duchy Area: 10795, Kingdom Area: 71894;
8176, b_kuniki, Kuniki, c_kono, Kono, d_kono, Kono, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:411, Y:264, rgb(50, 33, 88), AREA: 1074, County Area: 3860, Duchy Area: 14272, Kingdom Area: 85846;
8177, b_kokunya, Kokunya, c_futa_jalon, Futa Jalon, d_futa_jalon, Fura Jalon, k_mali, Mali world_africa_west, hills, inhabitable, X:401, Y:350, rgb(92, 36, 216), AREA: 809, County Area: 3607, Duchy Area: 11657, Kingdom Area: 71894;
8178, b_tamiso, Tamiso, c_tamiso, Tamiso, d_sapi, Sapi, k_guinea, Guinea world_africa_west, hills, inhabitable, X:384, Y:326, rgb(134, 39, 89), AREA: 603, County Area: 2339, Duchy Area: 11112, Kingdom Area: 85846;
8179, b_tonko, Tonko, c_temne, Temne, d_sapi, Sapi, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:353, Y:297, rgb(176, 42, 217), AREA: 846, County Area: 2744, Duchy Area: 11112, Kingdom Area: 85846;
8180, b_kamabai-sanda, Kamabai-Sanda, c_sanda, Sanda, d_sapi, Sapi, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:358, Y:274, rgb(8, 45, 90), AREA: 1160, County Area: 2809, Duchy Area: 11112, Kingdom Area: 85846;
8181, b_bombali, Bombali, c_sanda, Sanda, d_sapi, Sapi, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:391, Y:278, rgb(50, 48, 218), AREA: 812, County Area: 2809, Duchy Area: 11112, Kingdom Area: 85846;
8182, b_upper_bafing, Upper Bafing, c_futa_jalon, Futa Jalon, d_futa_jalon, Fura Jalon, k_mali, Mali world_africa_west, drylands, inhabitable, X:431, Y:380, rgb(92, 51, 91), AREA: 1092, County Area: 3607, Duchy Area: 11657, Kingdom Area: 71894;
8183, b_timbo, Timbo, c_futa_jalon, Futa Jalon, d_futa_jalon, Fura Jalon, k_mali, Mali world_africa_west, hills, inhabitable, X:402, Y:380, rgb(134, 54, 219), AREA: 863, County Area: 3607, Duchy Area: 11657, Kingdom Area: 71894;
8184, b_labe, Labe, c_futa_jalon, Futa Jalon, d_futa_jalon, Fura Jalon, k_mali, Mali world_africa_west, hills, inhabitable, X:393, Y:401, rgb(176, 57, 92), AREA: 843, County Area: 3607, Duchy Area: 11657, Kingdom Area: 71894;
8185, b_kula, Kula, c_timbi, Timbi, d_futa_jalon, Fura Jalon, k_mali, Mali world_africa_west, hills, inhabitable, X:348, Y:404, rgb(8, 60, 220), AREA: 949, County Area: 3552, Duchy Area: 11657, Kingdom Area: 71894;
8186, b_timbi_tunni, Timbi Tunni, c_timbi, Timbi, d_futa_jalon, Fura Jalon, k_mali, Mali world_africa_west, hills, inhabitable, X:355, Y:377, rgb(50, 63, 93), AREA: 690, County Area: 3552, Duchy Area: 11657, Kingdom Area: 71894;
8187, b_bilima, Bilima, c_tamiso, Tamiso, d_sapi, Sapi, k_guinea, Guinea world_africa_west, hills, inhabitable, X:360, Y:350, rgb(92, 66, 221), AREA: 742, County Area: 2339, Duchy Area: 11112, Kingdom Area: 85846;
8188, b_gomba, Gomba, c_tamiso, Tamiso, d_sapi, Sapi, k_guinea, Guinea world_africa_west, forest, inhabitable, X:347, Y:327, rgb(134, 69, 94), AREA: 994, County Area: 2339, Duchy Area: 11112, Kingdom Area: 85846;
8189, b_benna, Benna, c_temne, Temne, d_sapi, Sapi, k_guinea, Guinea world_africa_west, forest, inhabitable, X:335, Y:307, rgb(176, 72, 222), AREA: 692, County Area: 2744, Duchy Area: 11112, Kingdom Area: 85846;
8190, b_kaneya, Kaneya, c_temne, Temne, d_sapi, Sapi, k_guinea, Guinea world_africa_west, forest, inhabitable, X:306, Y:323, rgb(8, 75, 95), AREA: 1206, County Area: 2744, Duchy Area: 11112, Kingdom Area: 85846;
8191, b_konkure, Konkure, c_nalu, Nalu, d_sapi, Sapi, k_guinea, Guinea world_africa_west, forest, inhabitable, X:291, Y:344, rgb(50, 78, 223), AREA: 1081, County Area: 3220, Duchy Area: 11112, Kingdom Area: 85846;
8192, b_kompela, Kompela, c_timbi, Timbi, d_futa_jalon, Fura Jalon, k_mali, Mali world_africa_west, forest, inhabitable, X:325, Y:368, rgb(92, 81, 96), AREA: 934, County Area: 3552, Duchy Area: 11657, Kingdom Area: 71894;
8193, b_bambaya, Bambaya, c_kokoli, Kokoli, d_futa_jalon, Fura Jalon, k_mali, Mali world_africa_west, hills, inhabitable, X:299, Y:381, rgb(134, 84, 224), AREA: 1136, County Area: 4498, Duchy Area: 11657, Kingdom Area: 71894;
8194, b_waasu, Waasu, c_kokoli, Kokoli, d_futa_jalon, Fura Jalon, k_mali, Mali world_africa_west, hills, inhabitable, X:281, Y:412, rgb(176, 87, 97), AREA: 1336, County Area: 4498, Duchy Area: 11657, Kingdom Area: 71894;
8195, b_geme, Geme, c_kokoli, Kokoli, d_futa_jalon, Fura Jalon, k_mali, Mali world_africa_west, hills, inhabitable, X:324, Y:410, rgb(8, 90, 225), AREA: 862, County Area: 4498, Duchy Area: 11657, Kingdom Area: 71894;
8196, b_kaade, Kaade, c_kokoli, Kokoli, d_futa_jalon, Fura Jalon, k_mali, Mali world_africa_west, forest, inhabitable, X:301, Y:433, rgb(50, 93, 98), AREA: 1164, County Area: 4498, Duchy Area: 11657, Kingdom Area: 71894;
8197, b_busura, Busura, c_bundu, Bundu, d_bambuk, Bambuk, k_mali, Mali world_africa_west, hills, inhabitable, X:330, Y:455, rgb(92, 96, 226), AREA: 730, County Area: 4679, Duchy Area: 22686, Kingdom Area: 71894;
8198, b_ndama, Ndama, c_timbi, Timbi, d_futa_jalon, Fura Jalon, k_mali, Mali world_africa_west, hills, inhabitable, X:346, Y:433, rgb(134, 99, 99), AREA: 979, County Area: 3552, Duchy Area: 11657, Kingdom Area: 71894;
8199, b_tombo, Tombo, c_sanda, Sanda, d_sapi, Sapi, k_guinea, Guinea world_africa_west, hills, inhabitable, X:347, Y:253, rgb(176, 102, 227), AREA: 837, County Area: 2809, Duchy Area: 11112, Kingdom Area: 85846;
8200, b_boulom, Boulom, c_sherbro, Sherbro, d_kono, Kono, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:344, Y:232, rgb(8, 105, 0), AREA: 1334, County Area: 3240, Duchy Area: 14272, Kingdom Area: 85846;
8201, b_kuramora, Kuramora, c_kono, Kono, d_kono, Kono, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:417, Y:218, rgb(50, 108, 128), AREA: 1522, County Area: 3860, Duchy Area: 14272, Kingdom Area: 85846;
8202, b_zilm, Zilm, c_sherbro, Sherbro, d_kono, Kono, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:413, Y:195, rgb(92, 111, 1), AREA: 895, County Area: 3240, Duchy Area: 14272, Kingdom Area: 85846;
8203, b_kokasu, Kokasu, c_gola, Gola, d_kono, Kono, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:501, Y:233, rgb(134, 114, 129), AREA: 1601, County Area: 7172, Duchy Area: 14272, Kingdom Area: 85846;
8204, b_kono, Kono, c_kono, Kono, d_kono, Kono, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:441, Y:244, rgb(176, 117, 2), AREA: 1264, County Area: 3860, Duchy Area: 14272, Kingdom Area: 85846;
8205, b_bolm, Bolm, c_sherbro, Sherbro, d_kono, Kono, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:358, Y:215, rgb(8, 120, 130), AREA: 1011, County Area: 3240, Duchy Area: 14272, Kingdom Area: 85846;
8206, b_bandama-west, Bandama-west, c_boubo, Boubo, d_kru, Kru, k_guinea, Guinea world_africa_west, forest, inhabitable, X:785, Y:162, rgb(50, 123, 3), AREA: 1386, County Area: 4014, Duchy Area: 16152, Kingdom Area: 85846;
8207, b_boubo, Boubo, c_boubo, Boubo, d_kru, Kru, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:813, Y:125, rgb(92, 126, 131), AREA: 1504, County Area: 4014, Duchy Area: 16152, Kingdom Area: 85846;
8208, b_gagnoa, Gagnoa, c_lobo, Lobo, d_kru, Kru, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:750, Y:123, rgb(134, 129, 4), AREA: 1845, County Area: 5070, Duchy Area: 16152, Kingdom Area: 85846;
8209, b_davo, Davo, c_boubo, Boubo, d_kru, Kru, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:773, Y:131, rgb(176, 132, 132), AREA: 1124, County Area: 4014, Duchy Area: 16152, Kingdom Area: 85846;
8210, b_upper_lobo, Upper Lobo, c_lobo, Lobo, d_kru, Kru, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:714, Y:180, rgb(8, 135, 5), AREA: 1605, County Area: 5070, Duchy Area: 16152, Kingdom Area: 85846;
8211, b_lower_lobo, Lower Lobo, c_lobo, Lobo, d_kru, Kru, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:718, Y:152, rgb(50, 138, 133), AREA: 1620, County Area: 5070, Duchy Area: 16152, Kingdom Area: 85846;
8212, b_kondo, Kondo, c_gola, Gola, d_kono, Kono, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:455, Y:218, rgb(92, 141, 6), AREA: 1526, County Area: 7172, Duchy Area: 14272, Kingdom Area: 85846;
8213, b_folgue_karu, undefined, c_gola, Gola, d_kono, Kono, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:437, Y:176, rgb(134, 144, 134), AREA: 2347, County Area: 7172, Duchy Area: 14272, Kingdom Area: 85846;
8214, b_kpelle, Kpelle, c_gola, Gola, d_kono, Kono, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:524, Y:201, rgb(176, 147, 7), AREA: 1698, County Area: 7172, Duchy Area: 14272, Kingdom Area: 85846;
8215, b_gbanshay, Gbanshay, c_nuon, Nuon, d_bassa, Bassa, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:534, Y:172, rgb(8, 150, 135), AREA: 2280, County Area: 7290, Duchy Area: 14963, Kingdom Area: 85846;
8216, b_gebba, Gebba, c_bassa, Bassa, d_bassa, Bassa, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:499, Y:143, rgb(50, 153, 8), AREA: 1739, County Area: 3437, Duchy Area: 14963, Kingdom Area: 85846;
8217, b_bassa, Bassa, c_bassa, Bassa, d_bassa, Bassa, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:543, Y:128, rgb(92, 156, 136), AREA: 1698, County Area: 3437, Duchy Area: 14963, Kingdom Area: 85846;
8218, b_nuon, Nuon, c_nuon, Nuon, d_bassa, Bassa, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:570, Y:150, rgb(134, 159, 9), AREA: 1505, County Area: 7290, Duchy Area: 14963, Kingdom Area: 85846;
8219, b_manon, Manon, c_nuon, Nuon, d_bassa, Bassa, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:592, Y:171, rgb(176, 162, 137), AREA: 1646, County Area: 7290, Duchy Area: 14963, Kingdom Area: 85846;
8220, b_krawi, Krawi, c_grebo, Grebo, d_wenyon, Wenyon, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:577, Y:96, rgb(8, 165, 10), AREA: 1812, County Area: 6496, Duchy Area: 11260, Kingdom Area: 85846;
8221, b_grebo, Grebo, c_grebo, Grebo, d_wenyon, Wenyon, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:657, Y:95, rgb(50, 168, 138), AREA: 1157, County Area: 6496, Duchy Area: 11260, Kingdom Area: 85846;
8222, b_wenyon, Wenyon, c_wenyon, Wenyon, d_wenyon, Wenyon, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:620, Y:131, rgb(92, 171, 11), AREA: 1786, County Area: 4764, Duchy Area: 11260, Kingdom Area: 85846;
8223, b_putu, Putu, c_grebo, Grebo, d_wenyon, Wenyon, k_guinea, Guinea world_africa_west, hills, inhabitable, X:615, Y:97, rgb(134, 174, 139), AREA: 1994, County Area: 6496, Duchy Area: 11260, Kingdom Area: 85846;
8224, b_tabu, Tabu, c_wenyon, Wenyon, d_wenyon, Wenyon, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:656, Y:154, rgb(176, 177, 12), AREA: 1657, County Area: 4764, Duchy Area: 11260, Kingdom Area: 85846;
8225, b_lower_grebo, Lower Grebo, c_grebo, Grebo, d_wenyon, Wenyon, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:651, Y:59, rgb(8, 180, 140), AREA: 1533, County Area: 6496, Duchy Area: 11260, Kingdom Area: 85846;
8226, b_west_kru, West Kru, c_kru, Kru, d_kru, Kru, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:700, Y:62, rgb(50, 183, 13), AREA: 1699, County Area: 5152, Duchy Area: 16152, Kingdom Area: 85846;
8227, b_sassandra, Sassandra, c_kru, Kru, d_kru, Kru, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:712, Y:112, rgb(92, 186, 141), AREA: 1937, County Area: 5152, Duchy Area: 16152, Kingdom Area: 85846;
8228, b_nzo, Nzo, c_wenyon, Wenyon, d_wenyon, Wenyon, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:688, Y:150, rgb(134, 189, 14), AREA: 1321, County Area: 4764, Duchy Area: 11260, Kingdom Area: 85846;
8229, b_east_kru, East Kru, c_kru, Kru, d_kru, Kru, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:730, Y:81, rgb(176, 192, 142), AREA: 1516, County Area: 5152, Duchy Area: 16152, Kingdom Area: 85846;
8230, b_neyo, Neyo, c_dibri, Dibri, d_kru, Kru, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:779, Y:83, rgb(8, 195, 15), AREA: 905, County Area: 1916, Duchy Area: 16152, Kingdom Area: 85846;
8231, b_dibri, Dibri, c_dibri, Dibri, d_kru, Kru, k_guinea, Guinea world_africa_west, jungle, inhabitable, X:819, Y:93, rgb(50, 198, 143), AREA: 1011, County Area: 1916, Duchy Area: 16152, Kingdom Area: 85846;
8232, b_bundu, Bundu, c_bundu, Bundu, d_bambuk, Bambuk, k_mali, Mali world_africa_west, forest, inhabitable, X:325, Y:520, rgb(92, 201, 16), AREA: 1225, County Area: 4679, Duchy Area: 22686, Kingdom Area: 71894;
8233, b_tenda, Tenda, c_bundu, Bundu, d_bambuk, Bambuk, k_mali, Mali world_africa_west, drylands, inhabitable, X:346, Y:494, rgb(134, 204, 144), AREA: 1075, County Area: 4679, Duchy Area: 22686, Kingdom Area: 71894;
8234, b_niokolo, Niokolo, c_bundu, Bundu, d_bambuk, Bambuk, k_mali, Mali world_africa_west, hills, inhabitable, X:368, Y:482, rgb(176, 207, 17), AREA: 746, County Area: 4679, Duchy Area: 22686, Kingdom Area: 71894;
8235, b_damantan, Damantan, c_bundu, Bundu, d_bambuk, Bambuk, k_mali, Mali world_africa_west, drylands, inhabitable, X:337, Y:473, rgb(8, 210, 145), AREA: 903, County Area: 4679, Duchy Area: 22686, Kingdom Area: 71894;
8236, b_woora_saabe, Woora Saabe, c_konko, Konko, d_bambuk, Bambuk, k_mali, Mali world_africa_west, hills, inhabitable, X:373, Y:459, rgb(50, 0, 18), AREA: 1088, County Area: 5250, Duchy Area: 22686, Kingdom Area: 71894;
8237, b_bajar, Bajar, c_kaabu, Kaabu, d_kaabu, Kaabu, k_kaabu, Kaabu world_africa_west, hills, inhabitable, X:302, Y:457, rgb(92, 3, 146), AREA: 1166, County Area: 5444, Duchy Area: 7668, Kingdom Area: 23407;
8238, b_kensala, Kensala, c_kaabu, Kaabu, d_kaabu, Kaabu, k_kaabu, Kaabu world_africa_west, hills, inhabitable, X:295, Y:490, rgb(134, 6, 19), AREA: 1325, County Area: 5444, Duchy Area: 7668, Kingdom Area: 23407;
8239, b_kantor, Kantor, c_wuli, Wuli, d_wuli, Wuli, k_kaabu, Kaabu world_africa_west, drylands, inhabitable, X:282, Y:520, rgb(176, 9, 147), AREA: 1640, County Area: 4202, Duchy Area: 8320, Kingdom Area: 23407;
8240, b_naani, Naani, c_wuli, Wuli, d_wuli, Wuli, k_kaabu, Kaabu world_africa_west, drylands, inhabitable, X:250, Y:524, rgb(8, 12, 20), AREA: 1053, County Area: 4202, Duchy Area: 8320, Kingdom Area: 23407;
8241, b_mboune, Mboune, c_namandiru, Namandiru, d_djolof, Djolof, k_takrur, Takrūr world_africa_west, drylands, inhabitable, X:270, Y:585, rgb(50, 15, 148), AREA: 1363, County Area: 3861, Duchy Area: 11751, Kingdom Area: 30823;
8242, b_wuli, Wuli, c_wuli, Wuli, d_wuli, Wuli, k_kaabu, Kaabu world_africa_west, drylands, inhabitable, X:269, Y:548, rgb(92, 18, 21), AREA: 1509, County Area: 4202, Duchy Area: 8320, Kingdom Area: 23407;
8243, b_badibu, Badibu, c_niomi, Niomi, d_wuli, Wuli, k_kaabu, Kaabu world_africa_west, drylands, inhabitable, X:181, Y:522, rgb(134, 21, 149), AREA: 588, County Area: 1356, Duchy Area: 8320, Kingdom Area: 23407;
8244, b_saalum, Saalum, c_saalum, Saalum, d_wuli, Wuli, k_kaabu, Kaabu world_africa_west, drylands, inhabitable, X:188, Y:542, rgb(176, 24, 22), AREA: 1080, County Area: 2762, Duchy Area: 8320, Kingdom Area: 23407;
8245, b_niumi, Niumi, c_niomi, Niomi, d_wuli, Wuli, k_kaabu, Kaabu world_africa_west, drylands, inhabitable, X:152, Y:525, rgb(8, 27, 150), AREA: 768, County Area: 1356, Duchy Area: 8320, Kingdom Area: 23407;
8246, b_sine, Sine, c_baol, Baol, d_djolof, Djolof, k_takrur, Takrūr world_africa_west, drylands, inhabitable, X:134, Y:545, rgb(50, 30, 23), AREA: 742, County Area: 2054, Duchy Area: 11751, Kingdom Area: 30823;
8247, b_kahone, Kahone, c_saalum, Saalum, d_wuli, Wuli, k_kaabu, Kaabu world_africa_west, drylands, inhabitable, X:168, Y:556, rgb(92, 33, 151), AREA: 837, County Area: 2762, Duchy Area: 8320, Kingdom Area: 23407;
8248, b_namandirou, Namandirou, c_namandiru, Namandiru, d_djolof, Djolof, k_takrur, Takrūr world_africa_west, drylands, inhabitable, X:232, Y:569, rgb(134, 36, 24), AREA: 1477, County Area: 3861, Duchy Area: 11751, Kingdom Area: 30823;
8249, b_danki, Danki, c_jolof, Jolof, d_djolof, Djolof, k_takrur, Takrūr world_africa_west, drylands, inhabitable, X:198, Y:580, rgb(176, 39, 152), AREA: 1221, County Area: 3100, Duchy Area: 11751, Kingdom Area: 30823;
8250, b_linguere, Linguere, c_namandiru, Namandiru, d_djolof, Djolof, k_takrur, Takrūr world_africa_west, drylands, inhabitable, X:252, Y:608, rgb(8, 42, 25), AREA: 1021, County Area: 3861, Duchy Area: 11751, Kingdom Area: 30823;
8251, b_tyeng, Tyeng, c_jolof, Jolof, d_djolof, Djolof, k_takrur, Takrūr world_africa_west, drylands, inhabitable, X:185, Y:606, rgb(50, 45, 153), AREA: 1058, County Area: 3100, Duchy Area: 11751, Kingdom Area: 30823;
8252, b_laa_baol, Laa, c_baol, Baol, d_djolof, Djolof, k_takrur, Takrūr world_africa_west, drylands, inhabitable, X:165, Y:573, rgb(92, 48, 26), AREA: 593, County Area: 2054, Duchy Area: 11751, Kingdom Area: 30823;
8253, b_lambaye, Lambaye, c_baol, Baol, d_djolof, Djolof, k_takrur, Takrūr world_africa_west, drylands, inhabitable, X:151, Y:558, rgb(134, 51, 154), AREA: 719, County Area: 2054, Duchy Area: 11751, Kingdom Area: 30823;
8254, b_yoff, Yoff, c_kayor, Kayor, d_djolof, Djolof, k_takrur, Takrūr world_africa_west, drylands, inhabitable, X:103, Y:575, rgb(176, 54, 27), AREA: 504, County Area: 2736, Duchy Area: 11751, Kingdom Area: 30823;
8255, b_mbul, Mbul, c_kayor, Kayor, d_djolof, Djolof, k_takrur, Takrūr world_africa_west, drylands, inhabitable, X:136, Y:597, rgb(8, 57, 155), AREA: 640, County Area: 2736, Duchy Area: 11751, Kingdom Area: 30823;
8256, b_pakala, Pakala, c_saalum, Saalum, d_wuli, Wuli, k_kaabu, Kaabu world_africa_west, drylands, inhabitable, X:221, Y:537, rgb(50, 60, 28), AREA: 845, County Area: 2762, Duchy Area: 8320, Kingdom Area: 23407;
8257, b_ouarak, Ouarak, c_kayor, Kayor, d_djolof, Djolof, k_takrur, Takrūr world_africa_west, drylands, inhabitable, X:160, Y:598, rgb(92, 63, 156), AREA: 625, County Area: 2736, Duchy Area: 11751, Kingdom Area: 30823;
8258, b_mboynane, Mboynane, c_jolof, Jolof, d_djolof, Djolof, k_takrur, Takrūr world_africa_west, drylands, inhabitable, X:211, Y:623, rgb(134, 66, 29), AREA: 821, County Area: 3100, Duchy Area: 11751, Kingdom Area: 30823;
8259, b_kombo, Kombo, c_jame, Jame, d_kasa, Kasa, k_kaabu, Kaabu world_africa_west, forest, inhabitable, X:138, Y:493, rgb(176, 69, 157), AREA: 553, County Area: 1862, Duchy Area: 7419, Kingdom Area: 23407;
